"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1_heb","correct_instructions_2_heb","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_cont_e_block_message","count_cont_e_block_message_heb","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_end_of_experiment_heb","count_experiment","count_experimental_loop","count_form_consent","count_form_consent_heb","count_info_forms","count_instructions_1","count_instructions_1_heb","count_instructions_2","count_instructions_2_heb","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_p_feedback_heb","count_pause_feedback","count_pause_feedback_heb","count_personal_details_form_1","count_personal_details_form_1_heb","count_personal_details_form_2","count_personal_details_form_2_heb","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_e_block_message_heb","count_pre_p_block_message","count_pre_p_block_message_heb","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_1_heb","response_instructions_2","response_instructions_2_heb","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_1_heb","response_time_instructions_2","response_time_instructions_2_heb","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_education","subject_gender","subject_handedness","subject_hebrew_native","subject_language_other","subject_nr","subject_other_native_lang","subject_parity","time_block_activation","time_block_exit","time_block_info_QA","time_cont_e_block_message","time_cont_e_block_message_heb","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_end_of_experiment_heb","time_experiment","time_experimental_loop","time_form_consent","time_form_consent_heb","time_info_forms","time_instructions_1","time_instructions_1_heb","time_instructions_2","time_instructions_2_heb","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_p_feedback_heb","time_pause_feedback","time_pause_feedback_heb","time_personal_details_form_1","time_personal_details_form_1_heb","time_personal_details_form_2","time_personal_details_form_2_heb","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_e_block_message_heb","time_pre_p_block_message","time_pre_p_block_message_heb","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"88.1578947368","yes","88.1578947368","1343.02631579","1343.02631579","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","201","201","201","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","201","201","201","201","201","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","75","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1113","481663","62245","NA","NA","43366","NA","57430","1113","2","legacy","1024","1","44100","-16","experiment","smal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1241072","1239568","1242188","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1241071","1241071","1204604","1204600","1239565","NAP perception","67","102070","76","yes","1024"
"88.3116883117","yes","88.3116883117","1343.84415584","1343.84415584","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","202","202","202","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","202","202","202","202","202","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","76","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1406","481663","62245","NA","NA","43366","NA","57430","1406","2","legacy","1024","1","44100","-16","experiment","leval","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1244238","1242734","1245646","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1244237","1244238","1204604","1204600","1242731","NAP perception","68","103476","77","yes","1024"
"88.4615384615","yes","88.4615384615","1337.20512821","1337.20512821","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","203","203","203","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","203","203","203","203","203","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","77","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","826","481663","62245","NA","NA","43366","NA","57430","826","2","legacy","1024","1","44100","-16","experiment","nepal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1247702","1246198","1248530","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1247702","1247702","1204604","1204600","1246194","NAP perception","69","104302","78","yes","1024"
"87.3417721519","yes","87.3417721519","1349.13924051","1349.13924051","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","204","204","204","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","204","204","204","204","204","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","78","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","2280","481663","62245","NA","NA","43366","NA","57430","2280","2","legacy","1024","1","44100","-16","experiment","lmal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1250572","1249067","1252855","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1250571","1250571","1204604","1204600","1249064","NAP perception","69","106582","79","yes","1024"
"87.5","yes","87.5","1343.4625","1343.4625","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","205","205","205","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","205","205","205","205","205","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","79","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","895","481663","62245","NA","NA","43366","NA","57430","895","2","legacy","1024","1","44100","-16","experiment","emsal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1254916","1253412","1255813","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1254916","1254916","1204604","1204600","1253408","NAP perception","70","107477","80","yes","1024"
"86.4197530864","yes","86.4197530864","1343.58024691","1343.58024691","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","206","206","206","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","206","206","206","206","206","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","80","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1353","481663","62245","NA","NA","43366","NA","57430","1353","2","legacy","1024","1","44100","-16","experiment","mtal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1257886","1256382","1259241","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1257886","1257886","1204604","1204600","1256377","NAP perception","70","108830","81","yes","1024"
"86.5853658537","yes","86.5853658537","1337.81707317","1337.81707317","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","207","207","207","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","207","207","207","207","207","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","81","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","871","481663","62245","NA","NA","43366","NA","57430","871","2","legacy","1024","1","44100","-16","experiment","elpal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1261292","1259787","1262165","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1261291","1261291","1204604","1204600","1259784","NAP perception","71","109701","82","yes","1024"
"86.7469879518","yes","86.7469879518","1335.72289157","1335.72289157","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","208","208","208","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","208","208","208","208","208","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","82","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1164","481663","62245","NA","NA","43366","NA","57430","1164","2","legacy","1024","1","44100","-16","experiment","flal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1264216","1262713","1265383","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1264216","1264216","1204604","1204600","1262709","NAP perception","72","110865","83","yes","1024"
"85.7142857143","yes","85.7142857143","1338.17857143","1338.17857143","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","209","209","209","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","209","209","209","209","209","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","83","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1542","481663","62245","NA","NA","43366","NA","57430","1542","2","legacy","1024","1","44100","-16","experiment","lpal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1267570","1266067","1269114","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1267570","1267570","1204604","1204600","1266064","NAP perception","72","112407","84","yes","1024"
"85.8823529412","yes","85.8823529412","1333.38823529","1333.38823529","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","210","210","210","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","210","210","210","210","210","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","84","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","931","481663","62245","NA","NA","43366","NA","57430","931","2","legacy","1024","1","44100","-16","experiment","emlal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1271174","1269671","1272107","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1271174","1271174","1204604","1204600","1269668","NAP perception","73","113338","85","yes","1024"
"86.0465116279","yes","86.0465116279","1328.13953488","1328.13953488","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","211","211","211","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","211","211","211","211","211","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","85","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","882","481663","62245","NA","NA","43366","NA","57430","882","2","legacy","1024","1","44100","-16","experiment","nefal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1274159","1272656","1275043","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1274159","1274159","1204604","1204600","1272653","NAP perception","74","114220","86","yes","1024"
"86.2068965517","yes","86.2068965517","1325.59770115","1325.59770115","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","212","212","212","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","212","212","212","212","212","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","86","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1107","481663","62245","NA","NA","43366","NA","57430","1107","2","legacy","1024","1","44100","-16","experiment","fesal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1277121","1275618","1278230","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1277121","1277121","1204604","1204600","1275614","NAP perception","75","115327","87","yes","1024"
"86.3636363636","yes","86.3636363636","1321.72727273","1321.72727273","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","213","213","213","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","213","213","213","213","213","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","87","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","985","481663","62245","NA","NA","43366","NA","57430","985","2","legacy","1024","1","44100","-16","experiment","msal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1280301","1278797","1281289","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1280300","1280300","1204604","1204600","1278793","NAP perception","76","116312","88","yes","1024"
"86.5168539326","yes","86.5168539326","1317.48314607","1317.48314607","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","214","214","214","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","214","214","214","214","214","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","88","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","944","481663","62245","NA","NA","43366","NA","57430","944","2","legacy","1024","1","44100","-16","experiment","ezmal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1283341","1281837","1284288","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1283340","1283341","1204604","1204600","1281833","NAP perception","77","117256","89","yes","1024"
"86.6666666667","yes","86.6666666667","1328.92222222","1328.92222222","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","215","215","215","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","215","215","215","215","215","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","89","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","2347","481663","62245","NA","NA","43366","NA","57430","2347","2","legacy","1024","1","44100","-16","experiment","msal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1286337","1284834","1288686","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1286337","1286337","1204604","1204600","1284830","NAP perception","78","119603","90","yes","1024"
"86.8131868132","yes","86.8131868132","1323.14285714","1323.14285714","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","216","216","216","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","216","216","216","216","216","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","90","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","803","481663","62245","NA","NA","43366","NA","57430","803","2","legacy","1024","1","44100","-16","experiment","lekal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1290759","1289254","1291564","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1290758","1290759","1204604","1204600","1289251","NAP perception","79","120406","91","yes","1024"
"86.9565217391","yes","86.9565217391","1331.20652174","1331.20652174","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","217","217","217","0","0","NA","0","NA","0","NA","0","NA","0","2","0","NA","0","NA","0","2","217","217","217","217","217","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","91","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","2065","481663","62245","NA","NA","43366","NA","57430","2065","2","legacy","1024","1","44100","-16","experiment","vezal","2","1","1","1","2"," English; German","33","","odd","495877","909401","NA","NA","971652","977541","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","1293627","1292123","1295695","376214","370108","NA","417946","NA","909401","NA","197996","NA","253929","907657","369698","NA","495877","NA","370112","NA","1293627","1293627","1204604","1204600","1292120","NAP perception","80","122471","92","yes","1024"
